Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,San Diego,CA,Passenger,5,2,7,2803,2810,0.25
February 29 2024,Maui,HI,Passenger,2,0,2,18,20,10
March 31 2018,Lee,AL,Passenger,1,0,1,33,34,2.94
January 31 2021,Clackamas,OR,Passenger,3,0,3,196,199,1.51
June 30 2023,St. Louis,MN,Passenger,0,1,1,7,8,12.5
May 31 2021,Wilson,TX,Passenger,0,1,1,4,5,20
July 31 2024,Galveston,TX,Passenger,1,1,2,20,22,9.09
December 31 2024,Benton,WA,Truck,75,0,75,42511,42586,0.18
October 31 2017,Alameda,CA,Passenger,0,1,1,359,360,0.28
September 30 2019,Tarrant,TX,Passenger,3,0,3,206,209,1.44
February 28 2023,Washington,MD,Passenger,2,0,2,15,17,11.76
February 28 2023,Jefferson,IL,Passenger,1,0,1,1,2,50
January 31 2024,Thurston,WA,Passenger,3911,1423,5334,189031,194365,2.74
July 31 2019,Lake,IL,Passenger,1,0,1,173,174,0.57
October 31 2022,Ferry,WA,Passenger,24,4,28,4372,4400,0.64
August 31 2022,Coryell,TX,Passenger,1,0,1,92,93,1.08
November 30 2022,Norfolk,MA,Passenger,1,0,1,27,28,3.57
April 30 2024,Henrico,VA,Passenger,1,1,2,15,17,11.76
October 31 2023,DuPage,IL,Passenger,3,1,4,36,40,10
January 31 2017,Pierce,WA,Passenger,822,751,1573,528104,529677,0.3
May 31 2023,Honolulu,HI,Passenger,4,3,7,355,362,1.93
September 30 2017,Deschutes,OR,Passenger,1,0,1,204,205,0.49
December 31 2023,El Paso,TX,Passenger,2,2,4,304,308,1.3
June 30 2024,Prince William,VA,Passenger,1,4,5,134,139,3.6
December 31 2024,Otero,NM,Passenger,0,1,1,17,18,5.56
July 31 2021,Bexar,TX,Passenger,2,4,6,572,578,1.04
January 31 2017,Jefferson,NY,Passenger,1,1,2,251,253,0.79
August 31 2024,Pacific,WA,Truck,12,0,12,7747,7759,0.15
May 31 2024,Hardin,KY,Passenger,1,0,1,62,63,1.59
October 31 2021,Jefferson,IL,Passenger,1,0,1,1,2,50
October 31 2020,Skagit,WA,Passenger,467,230,697,91438,92135,0.76
February 28 2017,Anne Arundel,MD,Passenger,0,1,1,508,509,0.2
June 30 2023,Cumberland,NC,Passenger,1,4,5,342,347,1.44
January 31 2023,Pulaski,AR,Passenger,3,0,3,35,38,7.89
November 30 2023,Williamsburg,VA,Passenger,0,1,1,5,6,16.67
March 31 2021,King,WA,Passenger,28497,8534,37031,1363549,1400580,2.64
August 31 2023,Whatcom,WA,Passenger,2652,932,3584,147805,151389,2.37
December 31 2020,Wahkiakum,WA,Passenger,6,7,13,3034,3047,0.43
November 30 2018,Prince George's,MD,Passenger,1,1,2,190,192,1.04
December 31 2022,New Haven,CT,Passenger,0,2,2,28,30,6.67
June 30 2022,Sacramento,CA,Passenger,2,1,3,238,241,1.24
December 31 2017,Klickitat,WA,Truck,0,0,0,7993,7993,0
January 31 2022,Cowlitz,WA,Truck,0,1,1,28895,28896,0
August 31 2017,Columbia,WA,Truck,0,0,0,1542,1542,0
May 31 2021,Chelan,WA,Passenger,322,99,421,54701,55122,0.76
April 30 2024,Cumberland,NC,Passenger,3,3,6,315,321,1.87
August 31 2019,Lincoln,WA,Truck,0,0,0,4681,4681,0
November 30 2020,Loudoun,VA,Passenger,1,0,1,81,82,1.22
March 31 2017,Lincoln,WA,Truck,0,0,0,4468,4468,0
December 31 2022,Orange,FL,Passenger,3,0,3,90,93,3.23
April 30 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
March 31 2019,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
December 31 2024,Gwinnett,GA,Passenger,2,0,2,43,45,4.44
September 30 2019,Travis,TX,Passenger,4,1,5,222,227,2.2
June 30 2023,DeKalb,GA,Passenger,2,0,2,48,50,4
November 30 2023,Cache,UT,Passenger,1,0,1,11,12,8.33
November 30 2022,Snohomish,WA,Truck,78,0,78,122547,122625,0.06
October 31 2024,Pulaski,MO,Passenger,3,0,3,83,86,3.49
November 30 2023,Cook,IL,Passenger,3,3,6,173,179,3.35
August 31 2019,Mercer,NJ,Passenger,0,1,1,16,17,5.88
September 30 2022,Tarrant,TX,Passenger,4,0,4,134,138,2.9
September 30 2019,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
November 30 2020,Ramsey,MN,Passenger,1,0,1,44,45,2.22
March 31 2022,Hamilton,IN,Passenger,1,0,1,30,31,3.23
August 31 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
September 30 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
December 31 2019,Cowlitz,WA,Truck,0,0,0,29026,29026,0
March 31 2021,Kittitas,WA,Passenger,145,55,200,29869,30069,0.67
May 31 2018,,,Passenger,3,2,5,423,428,1.17
October 31 2023,Berkeley,SC,Passenger,2,1,3,114,117,2.56
July 31 2021,New London,CT,Passenger,2,2,4,218,222,1.8
February 29 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
March 31 2020,Pueblo,CO,Passenger,1,0,1,31,32,3.12
April 30 2019,Okanogan,WA,Passenger,20,22,42,26013,26055,0.16
May 31 2022,Hudson,NJ,Passenger,2,0,2,41,43,4.65
June 30 2017,Arlington,VA,Passenger,1,1,2,179,181,1.1
August 31 2019,,,Passenger,6,2,8,416,424,1.89
May 31 2024,Pulaski,AR,Passenger,1,0,1,24,25,4
April 30 2023,Escambia,FL,Passenger,0,1,1,143,144,0.69
February 28 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
January 31 2018,Kittitas,WA,Passenger,37,27,64,28626,28690,0.22
March 31 2017,Canyon,ID,Passenger,0,1,1,112,113,0.88
February 28 2017,Orange,FL,Passenger,1,1,2,158,160,1.25
January 31 2021,Cowlitz,WA,Truck,0,0,0,28959,28959,0
August 31 2024,Alexandria,VA,Passenger,3,0,3,80,83,3.61
July 31 2023,Yuba,CA,Passenger,1,0,1,54,55,1.82
September 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
July 31 2023,Grant,WA,Passenger,297,131,428,67026,67454,0.63
September 30 2018,Deschutes,OR,Passenger,2,0,2,175,177,1.13
February 28 2022,Alameda,CA,Passenger,6,1,7,235,242,2.89
July 31 2021,Newport,RI,Passenger,1,1,2,79,81,2.47
September 30 2017,Santa Rosa,FL,Passenger,1,0,1,112,113,0.88
June 30 2023,Camden,NJ,Passenger,0,1,1,15,16,6.25
September 30 2022,Sumter,SC,Passenger,0,1,1,33,34,2.94
May 31 2024,Monterey,CA,Truck,1,0,1,29,30,3.33
January 31 2020,Goochland,VA,Passenger,2,1,3,283,286,1.05
April 30 2022,,,Passenger,5,2,7,335,342,2.05
September 30 2023,Sonoma,CA,Passenger,3,1,4,64,68,5.88
November 30 2019,Calvert,MD,Passenger,0,2,2,91,93,2.15
August 31 2024,Hardin,KY,Passenger,1,0,1,54,55,1.82
September 30 2018,Wise,TX,Passenger,1,0,1,5,6,16.67
May 31 2019,Kittitas,WA,Passenger,72,35,107,29542,29649,0.36
September 30 2022,Bexar,TX,Passenger,4,3,7,488,495,1.41
November 30 2020,Kittitas,WA,Truck,0,0,0,14641,14641,0
March 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 28 2019,Clark,WA,Passenger,1337,863,2200,311717,313917,0.7
September 30 2023,Spokane,WA,Passenger,2547,1228,3775,321672,325447,1.16
March 31 2018,Lewis,WA,Passenger,55,49,104,57162,57266,0.18
May 31 2022,Pierce,WA,Passenger,4940,2277,7217,545152,552369,1.31
February 29 2020,Columbia,WA,Truck,0,0,0,1535,1535,0
July 31 2019,Shelby,TN,Passenger,0,1,1,99,100,1
May 31 2018,Orange,FL,Passenger,2,1,3,182,185,1.62
March 31 2018,Fulton,GA,Passenger,1,0,1,101,102,0.98
January 31 2022,Bristol,MA,Passenger,1,0,1,15,16,6.25
July 31 2019,Grays Harbor,WA,Truck,0,0,0,20529,20529,0
October 31 2018,Wahkiakum,WA,Passenger,1,1,2,2982,2984,0.07
December 31 2023,Anne Arundel,MD,Passenger,3,2,5,293,298,1.68
March 31 2020,Harris,TX,Passenger,1,0,1,290,291,0.34
November 30 2017,Jefferson,NY,Passenger,1,0,1,234,235,0.43
July 31 2020,Orange,FL,Passenger,1,0,1,132,133,0.75
March 31 2020,Maui,HI,Passenger,2,0,2,36,38,5.26
September 30 2024,Mercer,NJ,Passenger,0,1,1,4,5,20
December 31 2019,San Diego,CA,Passenger,11,4,15,2783,2798,0.54
April 30 2018,Santa Rosa,FL,Passenger,1,0,1,102,103,0.97
December 31 2017,Fulton,GA,Passenger,1,0,1,107,108,0.93
February 28 2019,Honolulu,HI,Passenger,2,3,5,520,525,0.95
October 31 2018,Wise,TX,Passenger,1,0,1,5,6,16.67
January 31 2022,Orange,CA,Passenger,8,3,11,458,469,2.35
February 28 2022,Garfield,WA,Passenger,0,3,3,1347,1350,0.22
May 31 2023,Calvert,MD,Passenger,1,1,2,81,83,2.41
January 31 2019,Clallam,WA,Truck,0,0,0,21636,21636,0
August 31 2018,Walla Walla,WA,Truck,0,0,0,13495,13495,0
January 31 2023,Frederick,MD,Passenger,1,0,1,60,61,1.64
October 31 2017,Deschutes,OR,Passenger,1,0,1,197,198,0.51
April 30 2023,Kern,CA,Passenger,1,1,2,203,205,0.98
December 31 2018,Skamania,WA,Passenger,16,13,29,8722,8751,0.33
August 31 2017,Walla Walla,WA,Truck,0,0,0,13184,13184,0
August 31 2019,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
March 31 2023,Albemarle,VA,Passenger,3,0,3,21,24,12.5
August 31 2017,Kittitas,WA,Passenger,28,21,49,27880,27929,0.18
November 30 2023,Skamania,WA,Truck,1,0,1,3829,3830,0.03
February 28 2018,Dallas,TX,Passenger,0,1,1,196,197,0.51
July 31 2021,Salt Lake,UT,Passenger,1,1,2,196,198,1.01
January 31 2023,Prince William,VA,Passenger,0,4,4,189,193,2.07
December 31 2018,Cumberland,NC,Passenger,1,1,2,538,540,0.37
July 31 2022,Albemarle,VA,Passenger,3,0,3,23,26,11.54
July 31 2020,Nassau,NY,Passenger,5,0,5,36,41,12.2
February 28 2021,King,WA,Truck,6,1,7,184202,184209,0
October 31 2018,Whitman,WA,Truck,0,0,0,8535,8535,0
June 30 2021,Okanogan,WA,Truck,0,0,0,16746,16746,0
July 31 2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
December 31 2024,San Diego,CA,Passenger,26,8,34,1750,1784,1.91
December 31 2018,,,Passenger,3,2,5,419,424,1.18
October 31 2018,Honolulu,HI,Passenger,1,2,3,535,538,0.56
November 30 2019,Collier,FL,Passenger,1,0,1,23,24,4.17
November 30 2019,Lewis,WA,Passenger,109,105,214,59484,59698,0.36
May 31 2024,Ferry,WA,Passenger,31,4,35,4288,4323,0.81
September 30 2020,Clackamas,OR,Passenger,2,0,2,202,204,0.98
February 29 2020,Lake,IL,Passenger,1,0,1,171,172,0.58
December 31 2018,El Paso,CO,Passenger,3,2,5,780,785,0.64
March 31 2022,Pulaski,MO,Passenger,2,0,2,117,119,1.68
December 31 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
March 31 2023,Okanogan,WA,Passenger,113,58,171,26046,26217,0.65
October 31 2023,Chelan,WA,Passenger,707,195,902,54135,55037,1.64
April 30 2024,Salt Lake,UT,Passenger,5,1,6,111,117,5.13
February 28 2023,Baltimore,MD,Passenger,1,0,1,76,77,1.3
August 31 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
February 28 2021,Mason,WA,Truck,0,0,0,21032,21032,0
October 31 2018,Klickitat,WA,Truck,0,0,0,8145,8145,0
May 31 2021,Pacific,WA,Passenger,43,47,90,16041,16131,0.56
November 30 2020,Los Angeles,CA,Passenger,8,9,17,1029,1046,1.63
November 30 2023,Cumberland,NC,Passenger,1,3,4,335,339,1.18
October 31 2022,Orange,CA,Passenger,8,3,11,420,431,2.55
July 31 2024,Churchill,NV,Passenger,0,1,1,30,31,3.23
August 31 2022,Kern,CA,Passenger,0,1,1,207,208,0.48
February 29 2024,Sarasota,FL,Passenger,1,0,1,29,30,3.33
July 31 2021,Hanover,VA,Passenger,1,0,1,2,3,33.33
April 30 2020,Pierce,WA,Passenger,2346,1674,4020,548333,552353,0.73
June 30 2017,Ferry,WA,Truck,0,0,0,3538,3538,0
June 30 2024,New London,CT,Passenger,3,5,8,175,183,4.37
December 31 2019,Lee,FL,Passenger,1,0,1,55,56,1.79
November 30 2021,Suffolk,MA,Passenger,0,2,2,35,37,5.41
October 31 2021,Carroll,NH,Passenger,0,1,1,3,4,25
November 30 2023,Spokane,WA,Passenger,2776,1339,4115,322012,326127,1.26
October 31 2022,Pierce,WA,Passenger,5727,2433,8160,538838,546998,1.49
February 28 2018,Multnomah,OR,Passenger,3,4,7,865,872,0.8
July 31 2023,Franklin,WA,Truck,6,0,6,20884,20890,0.03
February 28 2017,Adams,WA,Truck,0,0,0,5070,5070,0
September 30 2018,Mecklenburg,NC,Passenger,1,0,1,86,87,1.15
May 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100
April 30 2018,Columbia,WA,Passenger,2,1,3,2414,2417,0.12
January 31 2024,Lincoln,WA,Passenger,23,27,50,7573,7623,0.66
April 30 2023,Wahkiakum,WA,Passenger,26,16,42,3046,3088,1.36
May 31 2017,Dakota,MN,Passenger,0,1,1,43,44,2.27
February 28 2023,Washoe,NV,Passenger,2,0,2,62,64,3.12
March 31 2019,Mecklenburg,NC,Passenger,1,0,1,85,86,1.16
December 31 2021,Mohave,AZ,Passenger,1,0,1,60,61,1.64
July 31 2023,Santa Cruz,CA,Passenger,1,0,1,24,25,4
February 28 2022,Arlington,VA,Passenger,1,0,1,148,149,0.67
January 31 2020,Rockingham,NH,Passenger,1,0,1,29,30,3.33
December 31 2024,Albemarle,VA,Passenger,2,0,2,17,19,10.53
October 31 2019,Whitman,WA,Passenger,38,45,83,22697,22780,0.36
May 31 2023,Kittitas,WA,Passenger,342,105,447,29362,29809,1.5
April 30 2021,Lincoln,WA,Passenger,5,13,18,7742,7760,0.23
June 30 2024,Orange,CA,Passenger,6,1,7,312,319,2.19
February 29 2020,Pacific,WA,Truck,0,0,0,7740,7740,0
October 31 2022,Cumberland,NC,Passenger,1,4,5,378,383,1.31
July 31 2023,Hennepin,MN,Passenger,1,0,1,49,50,2
January 31 2021,Grant,WA,Truck,0,0,0,27579,27579,0
February 29 2020,Jefferson,WA,Passenger,230,140,370,25148,25518,1.45
June 30 2018,Cumberland,NC,Passenger,1,0,1,549,550,0.18
November 30 2019,El Paso,TX,Passenger,2,0,2,461,463,0.43
October 31 2023,Los Angeles,CA,Passenger,9,3,12,683,695,1.73
October 31 2022,Harford,MD,Passenger,1,1,2,44,46,4.35
September 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2022,Howard,IN,Passenger,0,1,1,6,7,14.29
September 30 2020,Snohomish,WA,Passenger,4689,1797,6486,536889,543375,1.19
February 28 2018,Riverside,CA,Passenger,2,2,4,743,747,0.54
April 30 2022,St. Clair,IL,Passenger,1,0,1,138,139,0.72
January 31 2025,Camden,NJ,Passenger,1,0,1,10,11,9.09
January 31 2024,District of Columbia,DC,Passenger,2,0,2,148,150,1.33
December 31 2024,Lincoln,OR,Passenger,1,0,1,18,19,5.26
May 31 2020,Eagle,CO,Passenger,1,0,1,8,9,11.11
June 30 2023,Pend Oreille,WA,Passenger,30,12,42,8857,8899,0.47
November 30 2023,,,Passenger,6,2,8,268,276,2.9
August 31 2021,Maricopa,AZ,Passenger,10,5,15,1377,1392,1.08
December 31 2020,Sedgwick,KS,Passenger,1,1,2,95,97,2.06
January 31 2021,Hampshire,MA,Passenger,1,0,1,10,11,9.09
June 30 2023,Kent,DE,Passenger,1,0,1,49,50,2
July 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
May 31 2017,Wahkiakum,WA,Passenger,0,2,2,2837,2839,0.07
February 28 2017,Mason,WA,Truck,0,0,0,19188,19188,0
December 31 2020,San Francisco,CA,Passenger,1,2,3,104,107,2.8
September 30 2024,Riverside,CA,Passenger,7,0,7,375,382,1.83
March 31 2020,Hudson,NJ,Passenger,1,0,1,43,44,2.27
November 30 2022,Washtenaw,MI,Passenger,0,1,1,30,31,3.23
January 31 2021,San Juan,WA,Passenger,377,114,491,14011,14502,3.39
November 30 2024,Clark,NV,Passenger,6,2,8,390,398,2.01
March 31 2021,District of Columbia,DC,Passenger,2,0,2,188,190,1.05
May 31 2024,Clackamas,OR,Passenger,0,1,1,100,101,0.99
February 28 2025,Jefferson,KY,Passenger,1,0,1,23,24,4.17
November 30 2017,Pacific,WA,Truck,0,0,0,7532,7532,0
June 30 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
August 31 2023,Randolph,NC,Passenger,1,0,1,1,2,50
January 31 2017,Grant,WA,Truck,0,0,0,25039,25039,0
May 31 2021,Lewis,WA,Passenger,157,137,294,59758,60052,0.49
May 31 2018,Kittitas,WA,Truck,0,0,0,14026,14026,0
September 30 2019,St. Mary's,MD,Passenger,1,0,1,224,225,0.44
March 31 2024,Lincoln,OR,Passenger,1,0,1,22,23,4.35
August 31 2023,Burlington,NJ,Passenger,2,2,4,85,89,4.49
July 31 2024,Sarasota,FL,Passenger,1,0,1,17,18,5.56
August 31 2023,Pueblo,CO,Passenger,1,0,1,18,19,5.26
May 31 2022,Okanogan,WA,Passenger,80,51,131,26367,26498,0.49
August 31 2021,Riverside,CA,Passenger,7,0,7,589,596,1.17
June 30 2020,Prince William,VA,Passenger,2,4,6,222,228,2.63
May 31 2024,Prince George's,MD,Passenger,3,2,5,115,120,4.17
June 30 2022,Montgomery,TX,Passenger,1,0,1,44,45,2.22
April 30 2023,Montgomery,AL,Passenger,2,0,2,34,36,5.56
January 31 2023,Mercer,NJ,Passenger,0,1,1,13,14,7.14
August 31 2020,Walla Walla,WA,Truck,0,0,0,13741,13741,0
June 30 2018,Brevard,FL,Passenger,0,1,1,101,102,0.98
October 31 2018,Frederick,MD,Passenger,0,1,1,80,81,1.23
March 31 2021,Missoula,MT,Passenger,1,0,1,71,72,1.39
August 31 2023,Cache,UT,Passenger,1,0,1,11,12,8.33
May 31 2023,Washington,WI,Passenger,1,0,1,1,2,50
June 30 2021,Snohomish,WA,Truck,1,0,1,126200,126201,0
February 28 2025,Pend Oreille,WA,Truck,6,0,6,5262,5268,0.11
March 31 2017,Skagit,WA,Truck,1,0,1,31420,31421,0
February 28 2023,Cowlitz,WA,Passenger,425,191,616,70074,70690,0.87
August 31 2023,Yolo,CA,Passenger,2,0,2,26,28,7.14
August 31 2018,Pierce,WA,Passenger,1303,1218,2521,534603,537124,0.47
October 31 2023,Lincoln,WA,Passenger,21,24,45,7584,7629,0.59
January 31 2023,Wayne,MI,Passenger,0,1,1,37,38,2.63
November 30 2024,Honolulu,HI,Passenger,2,1,3,227,230,1.3
May 31 2021,Allegheny,PA,Passenger,2,1,3,81,84,3.57
December 31 2020,Yakima,WA,Passenger,170,128,298,167196,167494,0.18
August 31 2023,Pima,AZ,Passenger,2,0,2,211,213,0.94
July 31 2022,Arlington,VA,Passenger,2,0,2,142,144,1.39
May 31 2020,Gwinnett,GA,Passenger,1,0,1,79,80,1.25
September 30 2023,Harrison,MS,Passenger,1,0,1,41,42,2.38
February 29 2024,Fairfax,VA,Passenger,14,8,22,576,598,3.68
September 30 2023,Pima,AZ,Passenger,2,0,2,207,209,0.96
August 31 2018,District of Columbia,DC,Passenger,0,2,2,188,190,1.05
September 30 2020,Flathead,MT,Passenger,2,0,2,68,70,2.86
September 30 2022,Isle of Wight,VA,Passenger,0,1,1,17,18,5.56
January 31 2023,Henrico,VA,Passenger,0,1,1,19,20,5
November 30 2024,Clark,WA,Truck,292,0,292,80199,80491,0.36
January 31 2021,Whatcom,WA,Truck,3,0,3,43575,43578,0.01
March 31 2024,Cowlitz,WA,Truck,15,0,15,27856,27871,0.05
June 30 2018,Chelan,WA,Passenger,110,53,163,53544,53707,0.3
November 30 2019,Frederick,MD,Passenger,1,1,2,75,77,2.6
May 31 2019,King,WA,Passenger,18605,6902,25507,1386342,1411849,1.81
May 31 2023,Orange,CA,Passenger,10,3,13,401,414,3.14
December 31 2022,Bexar,TX,Passenger,4,3,7,470,477,1.47
June 30 2024,Thurston,WA,Truck,137,0,137,53290,53427,0.26
March 31 2021,Clark,NV,Passenger,5,4,9,731,740,1.22
November 30 2017,Montgomery,MD,Passenger,1,0,1,309,310,0.32
December 31 2021,El Paso,CO,Passenger,2,3,5,691,696,0.72
January 31 2023,Tarrant,TX,Passenger,2,0,2,121,123,1.63
June 30 2019,Harnett,NC,Passenger,1,1,2,222,224,0.89
January 31 2023,Wichita,TX,Passenger,1,0,1,38,39,2.56
May 31 2022,Nassau,NY,Passenger,4,0,4,35,39,10.26
July 31 2020,Mason,WA,Truck,0,0,0,20699,20699,0
November 30 2020,Asotin,WA,Truck,0,0,0,6664,6664,0
November 30 2018,Whitman,WA,Truck,0,0,0,8535,8535,0
February 28 2025,Larimer,CO,Passenger,1,0,1,20,21,4.76
August 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
February 28 2023,Franklin,OH,Passenger,1,0,1,67,68,1.47
March 31 2022,Goochland,VA,Passenger,4,2,6,207,213,2.82
November 30 2024,San Bernardino,CA,Passenger,4,0,4,267,271,1.48
July 31 2022,DuPage,IL,Passenger,2,1,3,54,57,5.26
February 28 2018,Snohomish,WA,Passenger,2086,1109,3195,517124,520319,0.61
May 31 2023,Benton,WA,Passenger,1119,561,1680,135284,136964,1.23
April 30 2019,Fresno,CA,Passenger,1,0,1,198,199,0.5
June 30 2020,Adams,WA,Truck,0,0,0,5260,5260,0
October 31 2019,Garfield,WA,Truck,0,0,0,961,961,0
March 31 2022,Yellowstone,MT,Passenger,0,1,1,33,34,2.94
July 31 2018,Ferry,WA,Truck,0,0,0,3534,3534,0
October 31 2024,Kitsap,WA,Truck,202,0,202,51351,51553,0.39
August 31 2018,Hennepin,MN,Passenger,1,0,1,118,119,0.84
August 31 2017,Dakota,MN,Passenger,0,2,2,40,42,4.76
May 31 2022,Hanover,VA,Passenger,1,0,1,3,4,25
November 30 2017,Clark,WA,Truck,0,0,0,78205,78205,0
November 30 2023,Thurston,WA,Truck,81,0,81,53449,53530,0.15
June 30 2022,Columbia,WA,Truck,0,0,0,1577,1577,0
March 31 2020,Arapahoe,CO,Passenger,1,0,1,148,149,0.67
February 28 2019,Travis,TX,Passenger,4,1,5,218,223,2.24
August 31 2019,Cook,IL,Passenger,1,0,1,259,260,0.38
November 30 2023,Berkeley,SC,Passenger,2,1,3,112,115,2.61
August 31 2022,Nassau,NY,Passenger,4,0,4,31,35,11.43
September 30 2024,Larimer,CO,Passenger,1,0,1,27,28,3.57
October 31 2021,Wilson,NC,Passenger,1,0,1,1,2,50
April 30 2023,Clallam,WA,Passenger,519,276,795,49034,49829,1.6
March 31 2019,Douglas,WA,Passenger,53,34,87,27880,27967,0.31
September 30 2023,Clark,WA,Truck,117,0,117,81151,81268,0.14
August 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
December 31 2022,Penobscot,ME,Passenger,0,2,2,9,11,18.18
December 31 2023,Yellowstone,MT,Passenger,0,1,1,20,21,4.76
January 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
June 30 2024,Burlington,NJ,Passenger,0,1,1,70,71,1.41
July 31 2021,Goochland,VA,Passenger,4,2,6,262,268,2.24
June 30 2022,Sarasota,FL,Passenger,2,0,2,39,41,4.88
October 31 2020,Skamania,WA,Truck,0,0,0,3994,3994,0
November 30 2021,Asotin,WA,Truck,0,0,0,6750,6750,0
November 30 2023,Lewis,WA,Truck,10,0,10,25707,25717,0.04
May 31 2023,Arapahoe,CO,Passenger,1,1,2,91,93,2.15
July 31 2024,Lane,OR,Passenger,0,1,1,60,61,1.64
January 31 2024,Henrico,VA,Passenger,1,1,2,18,20,10
January 31 2025,Kent,RI,Truck,1,0,1,3,4,25
November 30 2022,Thurston,WA,Truck,34,0,34,54580,54614,0.06
May 31 2018,Anne Arundel,MD,Passenger,0,1,1,444,445,0.22
April 30 2017,Jefferson,WA,Passenger,98,56,154,23737,23891,0.64
September 30 2024,Skamania,WA,Truck,6,0,6,3832,3838,0.16
November 30 2024,Virginia Beach,VA,Passenger,4,2,6,386,392,1.53
September 30 2021,Lewis,WA,Truck,0,0,0,26690,26690,0
April 30 2020,Garfield,WA,Truck,0,0,0,966,966,0
September 30 2020,Adams,WA,Truck,0,0,0,5306,5306,0
October 31 2017,Garfield,WA,Truck,0,0,0,941,941,0
July 31 2020,Frederick,MD,Passenger,1,1,2,66,68,2.94
December 31 2022,Suffolk,MA,Passenger,2,1,3,29,32,9.38
May 31 2017,Ferry,WA,Passenger,1,1,2,4411,4413,0.05
November 30 2020,Clackamas,OR,Passenger,2,0,2,197,199,1.01
May 31 2020,Goochland,VA,Passenger,2,1,3,284,287,1.05
June 30 2017,Duval,FL,Passenger,1,1,2,380,382,0.52
December 31 2022,Newport,RI,Passenger,1,1,2,64,66,3.03
July 31 2024,Rockingham,NH,Passenger,1,0,1,15,16,6.25
May 31 2024,Geary,KS,Truck,1,0,1,23,24,4.17
August 31 2017,Grant,WA,Passenger,19,31,50,61187,61237,0.08
March 31 2022,Whatcom,WA,Passenger,1735,691,2426,148966,151392,1.6
February 28 2018,Okanogan,WA,Passenger,7,19,26,25651,25677,0.1
February 28 2021,Middlesex,MA,Passenger,1,0,1,102,103,0.97
May 31 2021,Grant,WA,Truck,0,0,0,27850,27850,0
November 30 2022,Kittitas,WA,Truck,5,0,5,14561,14566,0.03
September 30 2023,Montgomery,PA,Passenger,1,0,1,25,26,3.85
September 30 2019,Douglas,WA,Truck,0,0,0,12269,12269,0
October 31 2023,Washington,OR,Passenger,1,0,1,254,255,0.39
March 31 2023,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
February 28 2022,Wake,NC,Passenger,1,0,1,132,133,0.75
May 31 2021,Richmond,NY,Passenger,1,0,1,7,8,12.5
June 30 2018,Orange,FL,Passenger,2,1,3,185,188,1.6
February 28 2019,Tarrant,TX,Passenger,2,0,2,216,218,0.92
January 31 2020,Montgomery,OH,Passenger,0,1,1,50,51,1.96
April 30 2023,Columbia,OR,Passenger,1,0,1,15,16,6.25
February 28 2023,Benton,WA,Truck,15,0,15,43294,43309,0.03
August 31 2023,Benton,WA,Truck,27,0,27,43152,43179,0.06
September 30 2022,Grays Harbor,WA,Passenger,223,166,389,48709,49098,0.79
February 29 2024,Cowlitz,WA,Passenger,632,259,891,69502,70393,1.27
August 31 2023,Wake,NC,Passenger,5,0,5,103,108,4.63
September 30 2024,Hamilton,OH,Passenger,2,0,2,29,31,6.45
August 31 2020,San Diego,CA,Passenger,17,3,20,2750,2770,0.72
January 31 2020,Wahkiakum,WA,Passenger,4,5,9,3035,3044,0.3
December 31 2019,Prince George's,MD,Passenger,1,1,2,180,182,1.1
July 31 2019,Columbia,WA,Truck,0,0,0,1529,1529,0
May 31 2022,Washoe,NV,Passenger,1,0,1,77,78,1.28
July 31 2024,Charlottesville,VA,Passenger,0,1,1,5,6,16.67
February 29 2020,Spokane,WA,Truck,1,0,1,97108,97109,0
March 31 2024,Montgomery,MD,Passenger,6,1,7,187,194,3.61
December 31 2019,San Mateo,CA,Passenger,1,1,2,132,134,1.49
May 31 2017,Nassau,NY,Passenger,0,1,1,39,40,2.5
October 31 2021,Currituck,NC,Passenger,1,0,1,23,24,4.17
April 30 2018,Hawaii,HI,Passenger,1,0,1,80,81,1.23
